route,source_file,content_id,kind,English,Español,中文,notes
/our-achievements,src/views/OurAchievementsView.tsx,tech.illumination.back,hardcoded,Back,,,源码仅英文；核对后补西语/中文
/our-achievements,src/views/OurAchievementsView.tsx,spiritFinding.pie.legend,hardcoded,no memory,,,源码仅英文；核对后补西语/中文
/our-achievements,src/views/OurAchievementsView.tsx,spiritFinding.flow.master,hardcoded,Master,,,源码仅英文；核对后补西语/中文
/our-achievements,src/views/OurAchievementsView.tsx,spiritFinding.flow.host,hardcoded,Host,,,源码仅英文；核对后补西语/中文
/our-achievements,src/views/OurAchievementsView.tsx,masterCard.hostPrefix,hardcoded,Host · ,,,源码仅英文；核对后补西语/中文（后接主播名）
/our-achievements,src/views/OurAchievementsView.tsx,outcomes.reliefParagraph,hardcoded,"Within 30 minutes, >80% of hosts and attached spirits report relief from acute mental suffering (spirits also presented with disorder states). As of December 24, 2025, most had not requested secondary management — suggesting no relapse in that window.",,,源码仅英文；核对后补西语/中文（原文含 HTML <strong>，上线时需保留强调结构）
/our-achievements,src/views/OurAchievementsView.tsx,outcomes.rapidReliefLabel,hardcoded,rapid relief,,,源码仅英文；核对后补西语/中文
/our-achievements,src/views/OurAchievementsView.tsx,section.outcomes.subtitle,hardcoded,Reported relief windows and anonymized case snapshots.,,,源码仅英文；核对后补西语/中文
/our-achievements,src/views/OurAchievementsView.tsx,section.experiments.subtitle,hardcoded,Structured trials conducted within live sessions.,,,源码仅英文；核对后补西语/中文
/our-achievements,src/views/OurAchievementsView.tsx,section.special.subtitle,hardcoded,Long-form case dossiers — long text folds open per card.,,,源码仅英文；核对后补西语/中文
/our-achievements,src/views/OurAchievementsView.tsx,featuredCase.footer,hardcoded,"For full session context, use the live archives linked above.",,,源码仅英文；核对后补西语/中文
/our-achievements,src/views/OurAchievementsView.tsx,section.links.subtitle,hardcoded,Official channels and placeholders for mirrors once published.,,,源码仅英文；核对后补西语/中文
/our-achievements,src/views/OurAchievementsView.tsx,links.archivePlaceholder,hardcoded,Search & calendar filters — connect when your archive API is ready.,,,源码仅英文；核对后补西语/中文
/our-achievements,src/views/OurAchievementsView.tsx,footer.applyJoin,hardcoded,Apply / Join,,,源码仅英文；核对后补西语/中文
/,src/components/home/Achievements.tsx,homeAchievements.badge.fieldDoc,hardcoded,Field documentation,,,源码仅英文；核对后补西语/中文
/,src/components/home/Achievements.tsx,homeAchievements.badge.cohortMetrics,hardcoded,Live cohort metrics,,,源码仅英文；核对后补西语/中文
